trial,name,method,seed,base_lr,classifier_lr,grad_weight,cam_weight,abn_cls_weight,abn_att_weight,weight_decay,best_balanced_val_acc,test_acc,balanced_test_acc,per_group,worst_group,checkpoint,log_path,seconds,sampler,run_dir
0,gals_waterbird_1.0_forest2water2_21050491_trial_000,gals,0,0.0010000000000000002,9.999999999999991e-05,10.000000000000002,,,,9.999999999999997e-06,0.5705909229363387,67.88056610286503,55.886866154133074,55.886866154133074,1.8691588785046727,trained_weights/waterbirds/gals_waterbird_1.0_forest2water2_21050491_trial_000/best_balanced_valacc_0.57_epoch_0.ckpt,/home/ryreu/guided_cnn/logsWaterbird/smoke_debug_21050491/gals100_ourmasks_logs/gals_waterbird_1.0_forest2water2_21050491_trial_000.log,155,random,trained_weights/waterbirds/gals_waterbird_1.0_forest2water2_21050491_trial_000
