phase,seed,attention_epoch,kl_lambda,kl_incr,base_lr,classifier_lr,lr2_mult,best_balanced_val_acc,test_acc,per_group,worst_group,checkpoint,mask_root
best5_ltl,0,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9136305393709354,90.81808767690714,90.70376663834608,89.17960088691797,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_ltl,1,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9026565610166897,89.33379357956507,90.16814486326682,86.69623059866962,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_ltl,2,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9050157548211364,91.3531239212979,89.32047854888066,84.42367601246106,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_ltl,3,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9114788579164954,91.0079392474974,90.68644618051958,89.56386292834891,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_ltl,4,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9058639363682518,89.88608905764585,90.3836403699636,86.96230598669624,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,0,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9104070465552949,91.12875388332758,90.62477982468864,89.56386292834891,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,1,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9053038544915344,90.6454953400069,90.25864986772211,88.78504672897196,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,2,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9090632529877749,91.33586468760787,90.89708919604065,89.56386292834891,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,3,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9120228223291347,90.45564376941664,90.6102223511615,88.6031042128603,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,4,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9088154469775725,89.74801518812565,90.46207458676116,86.60753880266076,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,0,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9171018381967782,91.83638246461857,90.57794724081481,88.3177570093458,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,1,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9071674362755764,91.2840869865378,89.97249103756968,87.07165109034268,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,2,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9114707991844563,91.47393855712806,90.84650931471081,88.94080996884736,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,3,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9136305393709354,90.68001380738696,90.531511835934,89.04656319290466,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,4,109,295.3017825649997,0.1804588689618082,4.81872261305513e-05,0.002932587987450572,0.40940723404327417,0.9069357477294522,90.02416292716603,90.44447783050474,87.3170731707317,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
