trial,attention_epoch,kl_lambda,kl_incr,base_lr,classifier_lr,lr2_mult,best_balanced_val_acc,test_acc,per_group,worst_group,checkpoint,sampler,seconds
0,52,3.3006275018035693,0.33006275018035697,0.00015752820076255465,0.0012490195403413896,1.5439563737454567,0.8781882358629693,89.67897825336556,87.79942115478929,75.23364485981308,NONE,tpe,3041
1,134,37.64334086596342,3.764334086596342,0.00032500294102896224,0.0010466063699830473,0.10264059449736043,0.884931379896687,88.7124611667242,89.10052773000118,78.89135254988913,NONE,tpe,3034
2,76,50.3089431360996,5.03089431360996,0.0007188035666928688,0.00023779553483167361,0.622731156703287,0.8580393910822071,88.81601656886434,85.32314828245988,66.51090342679127,NONE,tpe,2990
3,98,10.160017328631314,1.0160017328631314,9.702074591312473e-06,1.0087626489365448e-05,0.44300822033620696,0.8293402316079588,86.46876078702105,82.81263167347052,60.12461059190031,NONE,tpe,2995
4,152,55.94216049201698,5.594216049201698,0.0005843361473391541,0.0019973690600952063,1.411891807432895,0.829052131937561,87.10735243355195,82.86072486893093,58.41121495327103,NONE,tpe,2997
5,188,18.745641281741197,1.8745641281741197,1.4539034238385314e-05,0.0015605334327760223,2.8094646068498705,0.8811316877402509,90.54193993786676,88.0473471896996,77.57009345794393,NONE,tpe,2981
6,102,10.384617465748367,1.0384617465748367,0.000509262329187336,0.0001017682928687699,0.9028608709731626,0.8739009904181676,89.05764584052469,87.73456009836225,76.32398753894081,NONE,tpe,2984
7,16,3.1822104506928395,0.31822104506928395,2.69137448094904e-06,0.002759275850393096,0.21132004150123465,0.8132227675297569,86.19261304798067,81.60463766914646,56.85358255451713,NONE,tpe,3044
8,47,15.471296148867275,1.5471296148867275,5.1107616436248696e-05,7.236639751740692e-05,0.11897510725867266,0.8602071900007253,88.33275802554367,86.32188076341257,72.42990654205607,NONE,tpe,3034
9,50,219.15943693152303,21.915943693152304,1.9330289566908134e-05,0.00030451579690912966,0.3085609229769981,0.8940014828066952,90.83534691059717,87.87371089513785,79.59501557632399,NONE,tpe,2986
10,8,445.39269940692327,44.53926994069233,1.3910084824998707e-06,0.00975452347100851,0.2925024296252012,0.79956926077251,83.51743182602692,81.64105725594214,76.94704049844236,NONE,tpe,2982
11,134,331.17190406957116,33.117190406957114,6.691003983943932e-05,0.0004112054425073957,0.10394540066551977,0.8964654401276503,88.81601656886434,89.5012986026207,81.99556541019956,NONE,tpe,2987
12,129,462.17556568258806,46.21755656825881,7.577764294907059e-05,0.0003399518038601929,0.20491203434270852,0.8959134169829719,89.07490507421471,89.38905236545993,83.28159645232816,NONE,tpe,3052
13,141,172.23106771398898,17.2231067713989,7.371888333746183e-05,4.538018879634012e-05,0.16487688728014452,0.8664386045499601,87.24542630307215,88.04676005553598,75.52106430155212,NONE,tpe,3031
14,174,458.61994803046315,45.861994803046315,0.000125188864120373,0.0006120995543212916,0.16226758337993044,0.8943379348693277,87.65964791163272,88.73065047557867,80.3991130820399,NONE,tpe,2984
15,110,157.14748559787293,15.714748559787294,3.562712576975359e-05,0.00017133582912465402,0.23621662890244793,0.8935300469824078,87.91853641698309,89.00836493496627,78.8470066518847,NONE,tpe,3048
16,165,102.35975625220716,10.235975625220718,5.705524109384976e-06,3.1640186482757454e-05,0.141619795478783,0.8768686184915666,87.33172247152227,86.62591264825139,79.75077881619937,NONE,tpe,3039
17,123,291.3392554995073,29.13392554995073,0.0001948849406034817,0.0005188005097867358,0.40448008681256925,0.8846755151544456,86.95201933034173,87.94185299542035,77.38359201773835,NONE,tpe,2998
18,82,84.38146597115127,8.438146597115127,6.935160138341733e-05,0.005452303580404469,0.1012328627514316,0.8978011749631314,89.83431135657577,89.26406186321846,84.11214953271028,NONE,tpe,3039
19,80,88.21989712136698,8.821989712136698,2.7904407821835e-05,0.007253414892380894,0.10992044273717297,0.8846593976903674,88.93683120469451,88.18618715074152,83.33333333333334,NONE,tpe,2987
20,80,99.2935844215247,9.92935844215247,5.627355932904326e-06,0.0045978543572035326,0.7471686941015262,0.8688380920146024,87.02105626510183,86.95558848111847,81.2860310421286,NONE,tpe,3047
21,118,499.18627800121277,49.91862780012128,7.881699655439757e-05,0.0006184486516737164,0.18470462109247449,0.8838595685354866,88.0738695201933,89.05243453454077,83.45898004434589,NONE,tpe,3050
22,150,283.69868921783524,28.369868921783524,8.514435458711852e-05,0.00015859895117846325,0.13655522043596058,0.8801001700392461,87.76320331377286,88.0729566004241,78.09312638580931,NONE,tpe,2988
23,91,134.71545824671495,13.471545824671495,0.0002658297864110131,0.002970091155171219,0.10079599246125899,0.8905624189090089,88.5053503624439,88.96749003598788,80.1330376940133,NONE,tpe,3049
24,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9034160965113749,90.92164307904729,90.18534444053022,87.38317757009347,NONE,tpe,3039
25,60,1.4727943854674659,0.1472794385467466,3.696743004983631e-05,0.0009830972260382127,0.3156161132275973,0.8534962808951639,88.69520193303417,86.38757071512941,71.02803738317756,NONE,tpe,2991
26,162,32.462467059109436,3.2462467059109437,2.3917573194658114e-05,0.004236524294404372,0.25611260027673693,0.8838353923393694,89.28201587849499,87.96224727327987,80.21806853582555,NONE,tpe,3042
27,198,239.21553659685938,23.92155365968594,1.181204351656133e-05,1.7130210533021382e-05,0.14070900040965834,0.8232135805752323,84.32861580945806,83.6384013372844,70.7165109034268,NONE,tpe,3047
28,114,68.64685734593992,6.8646857345939924,4.568131954720696e-05,0.0004539244886028161,0.43357624090231506,0.8940417764668906,89.8515705902658,89.0801679894454,82.71028037383178,NONE,tpe,3049
29,32,158.14782166436677,15.814782166436679,0.00013056313610517115,0.0009199850153499598,0.1766556911005544,0.8956736697048087,88.97134967207457,89.82391155687257,80.66518847006651,NONE,tpe,3109
30,87,29.97929365088827,2.9979293650888272,0.00021212046799065867,0.0001285161837906237,0.1381205959776336,0.8809080579261659,88.52260959613393,88.67217882034386,78.89135254988913,NONE,tpe,3098
31,128,330.21484031099436,33.02148403109944,6.214302153660287e-05,0.0002665998262954381,0.21293784083671136,0.8867788442166509,89.97238522609597,88.96279296267899,83.02180685358256,NONE,tpe,3057
32,137,215.69626489468683,21.569626489468686,0.00011584821881710103,0.00041763919036223057,0.10003655451613093,0.8862509972680899,89.17846047635484,88.20212611641834,79.59501557632399,NONE,tpe,3096
33,107,342.10336698253593,34.21033669825359,0.00036402163542581723,0.0008283545027475069,0.3806556387524402,0.7893306417168322,84.38039351052814,80.07845148544943,59.034267912772584,NONE,tpe,3094
34,131,115.04193245405386,11.504193245405387,0.00010868386327152369,0.00021805194133963916,0.5564246542450147,0.8755490011201637,87.6423886779427,88.30174896906149,77.5609756097561,NONE,tpe,3005
35,148,362.66895849505556,36.26689584950556,5.006428769740202e-05,7.843557286372982e-05,0.20157872113320047,0.8785005117294844,86.65861235761132,87.86480027077246,75.87583148558758,NONE,tpe,3024
36,64,46.75327362299511,4.6753273622995115,1.9010396194809256e-05,0.0017735488984247513,0.12552592934698847,0.8865310382064486,88.83327580255437,87.81327061358974,80.68535825545172,NONE,tpe,3031
37,68,75.97108824066574,7.597108824066574,0.00017140677109165969,0.00036228933410920207,0.2600911992118258,0.8787402590076477,89.07490507421471,88.60913097236325,80.93126385809313,NONE,tpe,2992
38,97,216.05601521522973,21.605601521522974,0.0003375923031911499,0.0012692259630184945,0.16015444785570404,0.8798443052970046,87.31446323783224,88.09110595354042,77.78270509977827,NONE,tpe,3035
39,121,5.766208882115905,0.5766208882115905,0.000867068905080341,4.6160919715949726e-05,1.3874700082808449,0.8741649138924481,89.76527442181568,87.96627086916578,75.85669781931465,NONE,tpe,2995
40,179,52.91026978776798,5.291026978776799,3.218783598677019e-05,0.0002181114910299999,1.1075150938659326,0.8932258298479318,90.02416292716603,89.13532406352101,82.08722741433021,NONE,tpe,3038
41,43,169.67567570201993,16.967567570201993,0.0001333442665146148,0.0008476973099391814,0.18374849881628,0.8948335468897324,90.16223679668623,89.78110256888465,84.34589800443459,NONE,tpe,2982
42,28,150.2204321411812,15.02204321411812,8.899211373985603e-05,0.0006856765258634249,0.1147463942188824,0.8945776821474909,89.88608905764585,89.54801030593144,84.43458980044346,NONE,tpe,3039
43,32,363.9746384526224,36.397463845262244,5.626956291513089e-05,0.0012691769412210446,0.3556077147281562,0.8837789812150956,92.57852951328961,88.79846447147564,80.21806853582555,NONE,tpe,3063
