phase,seed,attention_epoch,kl_lambda,kl_incr,base_lr,classifier_lr,lr2_mult,best_balanced_val_acc,test_acc,per_group,worst_group,checkpoint,mask_root
best5_ltl,0,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9034160965113749,90.92164307904729,90.18534444053022,87.38317757009347,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_ltl,1,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.907439418481896,90.19675526406627,88.52197608637088,81.46417445482867,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_ltl,2,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.8959456519111283,88.10838798757335,89.5202768510268,80.1330376940133,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_ltl,3,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.8981053920976073,87.45253710735243,89.48895151653302,79.24611973392462,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_ltl,4,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9036639025215774,91.6465308940283,89.48109427993177,82.71028037383178,NONE,/home/ryreu/guided_cnn/waterbirds/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,0,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9082473063688159,91.12875388332758,90.51336248281768,87.38317757009347,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,1,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9047518313468559,90.04142216085606,88.64503249960282,82.71028037383178,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,2,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9010246677787717,89.76527442181568,90.2781807129881,84.07982261640798,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,3,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.903943943459936,91.05971694856748,89.60553218531335,84.89096573208724,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_new_teach,4,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9028560146346574,91.6465308940283,89.64822029273817,82.86604361370716,NONE,/home/ryreu/guided_cnn/waterbirds/New_Teach/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,0,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9031521730370944,90.40386606834656,90.18700223110983,86.5188470066519,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,1,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9135902457107399,91.56023472557818,89.14711855274882,82.55451713395638,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,2,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.902088420407933,89.7825336555057,89.95501516187633,84.8780487804878,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,3,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9039358847278969,91.62927166033828,89.7206968246403,84.57943925233646,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
best5_newclip,4,125,284.9414721765664,28.49414721765664,4.281889366663779e-05,0.0004628232041195073,0.2487293646477088,0.9002248386238909,89.05764584052469,89.79578092297491,83.14855875831486,NONE,/home/ryreu/guided_cnn/waterbirds/newCLIP/LearningToLook/code/WeCLIPPlus/results/val/prediction_cmap
