trial,name,method,seed,base_lr,classifier_lr,grad_weight,cam_weight,abn_cls_weight,abn_att_weight,weight_decay,best_balanced_val_acc,test_acc,balanced_test_acc,per_group,worst_group,checkpoint,log_path,seconds,sampler,run_dir
0,gals_waterbird_complete95_forest2water2_21049286_trial_000,gals,0,2.8904468098474282e-05,0.000672207804246669,30.587103488813092,,,,6.223055383702494e-06,0.80387262368139,82.861580945806,81.27547989583549,81.27547989583549,62.77258566978193,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_000/best_balanced_valacc_0.8_epoch_175.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_000.log,12049,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_000
1,gals_waterbird_complete95_forest2water2_21049286_trial_001,gals,0,1.727547157848276e-05,8.231684739091233e-05,8.545489886819823,,,,2.090031522146119e-06,0.7853395546744675,82.94787711425613,79.88248682401863,79.88248682401863,55.140186915887845,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_001/best_balanced_valacc_0.79_epoch_197.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_001.log,12029,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_001
2,gals_waterbird_complete95_forest2water2_21049286_trial_002,gals,0,1.1742668260086972e-06,1.6095945983087058e-05,11.669034858286347,,,,0.00010539091064042489,0.6342604904544319,69.48567483603728,63.01800775017096,63.01800775017096,13.084112149532709,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_002/best_balanced_valacc_0.63_epoch_197.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_002.log,11980,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_002
3,gals_waterbird_complete95_forest2water2_21049286_trial_003,gals,0,0.0005354215298290943,1.174337805046946e-05,11.59935251686401,,,,0.00016729378074232002,0.8220934168217973,86.33068691750087,83.75455028976798,83.75455028976798,64.48598130841121,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_003/best_balanced_valacc_0.82_epoch_183.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_003.log,11993,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_003
4,gals_waterbird_complete95_forest2water2_21049286_trial_004,gals,0,6.933124491410594e-05,0.00011200499291290381,2.6490321592075268,,,,0.00017406360571618583,0.8003771486594299,83.569209527097,81.78573402131643,81.78573402131643,62.616822429906534,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_004/best_balanced_valacc_0.8_epoch_178.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_004.log,12043,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_004
5,gals_waterbird_complete95_forest2water2_21049286_trial_005,gals,0,1.6407270880281308e-06,0.0030004693723651135,310.9682008479778,,,,3.171423748121231e-06,0.7853556721385457,81.80876769071453,79.09507083600998,79.09507083600998,54.98442367601246,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_005/best_balanced_valacc_0.79_epoch_145.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_005.log,12010,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_005
6,gals_waterbird_complete95_forest2water2_21049286_trial_006,gals,0,4.5707866006895536e-05,0.00075346017256523,40.3885717641899,,,,7.245968355394395e-05,0.8049363763105513,83.7072833966172,81.67944546905113,81.67944546905113,61.838006230529594,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_006/best_balanced_valacc_0.8_epoch_178.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_006.log,11996,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_006
7,gals_waterbird_complete95_forest2water2_21049286_trial_007,gals,0,1.0521860163617573e-06,0.0001605696182127821,4799.031875570183,,,,0.0005735320769574724,0.7571763008808194,79.16810493614084,75.0590760580503,75.0590760580503,42.679127725856695,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_007/best_balanced_valacc_0.76_epoch_197.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_007.log,12026,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_007
8,gals_waterbird_complete95_forest2water2_21049286_trial_008,gals,0,7.916834203791084e-06,2.8915647937125926e-05,26466.54107608504,,,,3.7005516392821294e-05,0.7528487617758222,81.82602692440456,76.48784977654365,76.48784977654365,40.809968847352025,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_008/best_balanced_valacc_0.75_epoch_199.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_008.log,12011,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_008
9,gals_waterbird_complete95_forest2water2_21049286_trial_009,gals,0,5.202677190623769e-05,0.0003120473769176351,84947.32093496562,,,,0.0006814559612122508,0.8422180854064422,87.88401794960303,85.81079774264182,85.81079774264182,69.31464174454828,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_009/best_balanced_valacc_0.84_epoch_168.ckpt,/home/ryreu/guided_cnn/logsWaterbird/gals95_sweep_logs_21049286/gals_waterbird_complete95_forest2water2_21049286_trial_009.log,11974,tpe,trained_weights/waterbirds/gals_waterbird_complete95_forest2water2_21049286_trial_009
