trial,attention_epoch,kl_lambda,kl_incr,base_lr,classifier_lr,lr2_mult,best_balanced_val_acc,test_acc,per_group,worst_group,checkpoint,sampler,seconds
0,54,41.66368868284661,4.347606766139109,3.4077016533603946e-05,0.001084268667114281,0.2153723606606376,0.8197693059941966,82.72350707628581,81.57674879637497,65.73208722741433,NONE,tpe,3039
1,161,37.4238472171377,7.354249636586504,5.044859627907743e-05,0.00010495257336467112,0.11064357144047991,0.8203925325039678,79.94477045219192,81.93661023271235,58.66962305986696,NONE,tpe,2994
2,24,2.297047850332503,6.135208488056298,4.3395883927837406e-05,0.00033886438596681686,0.5556787912148192,0.7920387322250189,81.03210217466345,77.84411242583114,51.71339563862928,NONE,tpe,3003
3,158,5.705949927990112,24.491189075613143,7.706351365749674e-05,0.0005341569182170002,0.2335516116685812,0.8388508584895074,82.08491542975491,83.84056544473687,63.90243902439025,NONE,tpe,2974
4,52,133.83433034337796,2.8318291685233734,1.1488680626958635e-05,0.00012705394913431286,1.2332678116796187,0.866126537024865,88.47083189506385,85.49137948898606,69.93769470404985,NONE,tpe,3026
5,162,1.9367899930125545,3.3446981530941455,5.703412880654482e-05,0.005966737400139818,1.464532848146635,0.792605848309473,77.87366240938903,78.99068183545049,55.964523281596456,NONE,tpe,3019
6,28,26.247908588400875,1.1427978906452438,3.626671114119517e-05,0.0011376064535428608,1.0342231928211303,0.8240076470493932,86.434242319641,81.11919859640398,53.73831775700935,NONE,tpe,2961
7,178,234.43482011389503,16.76824261341264,2.7611026399429867e-05,0.009622518415965484,0.4131719063590329,0.8722606088782725,89.38557128063513,86.77532102423827,75.23364485981308,NONE,tpe,3014
8,28,61.12201965071792,14.079150753432083,0.0003606708318071531,0.0004864458822333492,0.4616925013434887,0.81383362457316,81.68795305488436,81.5243557065987,64.83370288248337,NONE,tpe,3018
9,167,133.36672639755912,21.907931692345823,0.0003345457306226339,0.004916815240808898,0.7236949821356493,0.8376344646263847,84.74283741801864,84.99079580855282,71.08647450110864,NONE,tpe,2959
10,110,264.12202877990154,0.22783649260909541,1.1000076836143774e-05,0.0023000372555827047,2.501295114947239,0.8484036583997306,86.52053848809113,84.76784024424781,71.80685358255452,NONE,tpe,3010
11,89,270.5854296855852,0.8318007255092185,1.1293755766290176e-05,0.00011067387048849411,1.8411260433676864,0.8934883851419594,92.16430790472903,87.83603069675556,75.38940809968847,NONE,tpe,3017
12,110,295.1998550798827,0.7831477653977211,1.7775350789462777e-05,0.0027010049421370623,2.9647570230175813,0.8421834169645863,88.62616499827408,83.78062595409301,62.77258566978193,NONE,tpe,2996
13,199,9.80168261462373,0.3933899697038364,0.0001552130141670078,0.00022580314244686066,0.3233050159521282,0.722616108501531,72.12633759061097,71.45498753203334,45.17133956386293,NONE,tpe,3043
