trial,name,method,seed,base_lr,classifier_lr,grad_weight,cam_weight,abn_cls_weight,abn_att_weight,weight_decay,best_balanced_val_acc,test_acc,balanced_test_acc,per_group,worst_group,checkpoint,log_path,seconds,sampler,run_dir
0,rrr_waterbird_1.0_forest2water2_21049289_trial_000,rrr,0,4.27249758714384e-06,0.0004067315197936404,690.9865690843071,,,,2.8865493165838586e-05,0.6423661766356189,64.7911632723507,63.53998729027223,63.53998729027223,27.725856697819314,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_000/best_balanced_valacc_0.64_epoch_191.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_000.log,12029,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_000
1,rrr_waterbird_1.0_forest2water2_21049289_trial_001,rrr,0,3.4505688189200636e-05,0.0007245782557393209,77770.24991058343,,,,0.00022654786897805622,0.6803008320374497,66.91404901622367,67.2155334977309,67.2155334977309,33.92461197339246,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_001/best_balanced_valacc_0.68_epoch_165.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_001.log,11992,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_001
2,rrr_waterbird_1.0_forest2water2_21049289_trial_002,rrr,0,1.2846832039305418e-05,2.162167397095996e-05,35.215506329237776,,,,4.816614119242147e-05,0.5942835500264521,60.079392474974114,58.00648955937309,58.00648955937309,14.174454828660435,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_002/best_balanced_valacc_0.59_epoch_196.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_002.log,11967,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_002
3,rrr_waterbird_1.0_forest2water2_21049289_trial_003,rrr,0,3.7373387541474112e-06,1.055226413164994e-05,24.372146542222342,,,,0.0004488097074470207,0.5912255318466743,69.7100448740076,57.173449793121556,57.173449793121556,2.336448598130841,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_003/best_balanced_valacc_0.59_epoch_44.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_003.log,11918,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_003
4,rrr_waterbird_1.0_forest2water2_21049289_trial_004,rrr,0,5.171445547345483e-06,0.00014682633769115986,6.840089567711511,,,,0.0002285956670685321,0.6335468201420396,63.272350707628576,61.86801914748119,61.86801914748119,23.67601246105919,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_004/best_balanced_valacc_0.63_epoch_187.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_004.log,11971,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_004
5,rrr_waterbird_1.0_forest2water2_21049289_trial_005,rrr,0,0.0008672283230568088,0.002926626261558265,21700.70294523559,,,,2.1647295937437948e-06,0.674818041906472,63.600276147739045,65.53259976100185,65.53259976100185,24.92239467849224,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_005/best_balanced_valacc_0.67_epoch_106.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_005.log,11952,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_005
6,rrr_waterbird_1.0_forest2water2_21049289_trial_006,rrr,0,2.063748841930143e-06,0.0004117717843753471,64570.36137268083,,,,0.00021638477545690615,0.6474261346329576,64.4977562996203,63.85289526217267,63.85289526217267,29.12772585669782,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_006/best_balanced_valacc_0.65_epoch_176.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_006.log,11925,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_006
7,rrr_waterbird_1.0_forest2water2_21049289_trial_007,rrr,0,3.149553395084726e-05,0.00010836606048952598,27.861005906120248,,,,3.494680731604851e-05,0.6369675521426167,62.34035208836728,61.74287322737288,61.74287322737288,26.012461059190027,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_007/best_balanced_valacc_0.64_epoch_192.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_007.log,11972,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_007
8,rrr_waterbird_1.0_forest2water2_21049289_trial_008,rrr,0,0.0001938443843540114,3.898100615378092e-05,2.0591220080895836,,,,4.8375909715649216e-05,0.6459011334305914,61.339316534345876,63.55103922746959,63.55103922746959,20.08869179600887,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_008/best_balanced_valacc_0.65_epoch_156.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_008.log,12007,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_008
9,rrr_waterbird_1.0_forest2water2_21049289_trial_009,rrr,0,0.00030936592972300705,8.646813620700375e-05,40210.46978213453,,,,6.28085899858509e-05,0.6748460971191305,64.87745944080083,67.04935726077737,67.04935726077737,26.917960088691796,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_009/best_balanced_valacc_0.67_epoch_172.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_009.log,11922,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_009
10,rrr_waterbird_1.0_forest2water2_21049289_trial_010,rrr,0,9.521838490656986e-05,0.008552571394328808,2174.304301583544,,,,5.979546523844757e-06,0.6605138913381534,65.72316189161201,65.19712166110617,65.19712166110617,32.993348115299334,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_010/best_balanced_valacc_0.66_epoch_145.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_010.log,11972,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_010
11,rrr_waterbird_1.0_forest2water2_21049289_trial_011,rrr,0,0.0007054748161275962,0.0011928907924873397,8264.565635592424,,,,0.0007840685068559273,0.6643875146287894,62.823610631687956,64.39305869269398,64.39305869269398,23.946784922394677,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_011/best_balanced_valacc_0.66_epoch_106.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_011.log,11972,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_011
12,rrr_waterbird_1.0_forest2water2_21049289_trial_012,rrr,0,0.0001476436197604416,0.0009614579925347241,94077.98484839514,,,,0.0001206203016790274,0.6877635186046138,66.48256817397308,67.13335198347737,67.13335198347737,32.549889135254986,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_012/best_balanced_valacc_0.69_epoch_172.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_012.log,11940,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_012
13,rrr_waterbird_1.0_forest2water2_21049289_trial_013,rrr,0,5.128622268627456e-05,0.0012120261695088813,6090.130700332295,,,,0.00015967048053824797,0.6618144508392516,64.94649637556093,64.78179331495949,64.78179331495949,30.909090909090907,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_013/best_balanced_valacc_0.66_epoch_156.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_013.log,11961,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_013
14,rrr_waterbird_1.0_forest2water2_21049289_trial_014,rrr,0,2.1167439066592744e-05,0.0011315682955743431,92942.9161033908,,,,9.044838134385305e-06,0.6805833881077961,67.9323438039351,67.22898577753831,67.22898577753831,36.29283489096573,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_014/best_balanced_valacc_0.68_epoch_176.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_014.log,12000,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_014
15,rrr_waterbird_1.0_forest2water2_21049289_trial_015,rrr,0,1.4063761929470899e-05,0.0035114240087620145,226.16987632425187,,,,1.0335168482013275e-05,0.6631430655530084,65.5678287884018,65.29232373887035,65.29232373887035,32.41685144124168,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_015/best_balanced_valacc_0.66_epoch_172.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_015.log,11990,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_015
16,rrr_waterbird_1.0_forest2water2_21049289_trial_016,rrr,0,0.00010948423502522767,0.0027456209671029436,10631.592682323217,,,,8.609282558413804e-06,0.6677220770476298,65.84397652744218,65.58112467275905,65.58112467275905,32.77161862527716,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_016/best_balanced_valacc_0.67_epoch_187.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_016.log,12006,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_016
17,rrr_waterbird_1.0_forest2water2_21049289_trial_017,rrr,0,1.491586504338157e-05,0.00023428941000871423,1898.4520528229916,,,,1.7290313612797498e-06,0.6406988954261987,63.410424577148774,63.12659303313508,63.12659303313508,28.115299334811528,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_017/best_balanced_valacc_0.64_epoch_178.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_017.log,12050,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_017
18,rrr_waterbird_1.0_forest2water2_21049289_trial_018,rrr,0,1.0308910042901204e-06,0.008739422057281027,232.97060427289307,,,,2.0076250567795007e-05,0.6670727992689613,63.962720055229546,64.62338797134785,64.62338797134785,28.647450110864746,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_018/best_balanced_valacc_0.67_epoch_183.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_018.log,11974,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_018
19,rrr_waterbird_1.0_forest2water2_21049289_trial_019,rrr,0,0.0002818559831076274,0.0010873107440527222,90081.70438258191,,,,4.379634598816908e-06,0.691240361030508,66.75871591301346,67.3107355754951,67.3107355754951,33.25942350332594,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_019/best_balanced_valacc_0.69_epoch_104.ckpt,/home/ryreu/guided_cnn/logsWaterbird/rrr100_vit_sweep_logs_21049289/rrr_waterbird_1.0_forest2water2_21049289_trial_019.log,11984,tpe,trained_weights/waterbirds/rrr_waterbird_1.0_forest2water2_21049289_trial_019
